Manuf,Vendor Part No,Description,List Price
Palo Alto Networks,PAN-ENT-PREM-ESA-VV-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier VV",16068000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-WW-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier WW",6930000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-WW-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier WW",16632000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-XX-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier XX",7161666.6699
Palo Alto Networks,PAN-ENT-PREM-ESA-XX-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier XX",17188000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-YY-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier YY",7403000.0000
,,,
Palo Alto Networks,PAN-ENT-PREM-ESA-YY-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier YY",17767200.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-ZZ-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus x2, Tier ZZ",7660000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-ZZ-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus x2, Tier ZZ",18384000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AB-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier AB",7930000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AB-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier AB",19032000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AC-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier AC",8200000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AC-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier AC",19680000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AD-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier AD",8470000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AD-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier AD",20328000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AE-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier AE",8740000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AE-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier AE",20976000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AF-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier AF",9010000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AF-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier AF",21624000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AG-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier AG",9280000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AG-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier AG",22272000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AH-1YR,"Enterprise Support Agreement, 1 year Premium Support, includes Premium Plus, Tier AH",9550000.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AH-3YR,"Enterprise Support Agreement, 3 years Premium Support, includes Premium Plus, Tier AH",22920000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-A-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier A",270000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-A-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier A",648000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-B-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier B",315000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-B-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier B",756000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-C-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier C",360000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-C-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier C",864000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-D-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier D",405000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-D-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier D",972000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-E-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier E",450000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-E-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier E",1080000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-F-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier F",495000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-F-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier F",1188000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-G-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier G",540000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-G-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier G",1296000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-H-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier H",585000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-H-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier H",1404000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-I-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier I",630000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-I-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier I",1512000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-J-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier J",675000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-J-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier J",1620000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-K-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier K",720000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-K-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier K",1728000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-L-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier L",765000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-L-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier L",1836000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-M-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier M",810000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-M-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier M",1944000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-N-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, Tier N",855000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-N-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, Tier N",2052000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-O-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes a TAM, Tier O",969937.5000
Palo Alto Networks,PAN-ENT-USG-ESA-O-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes a TAM, Tier O",2340450.0000
Palo Alto Networks,PAN-ENT-USG-ESA-P-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes a TAM, Tier P",1056984.3799
Palo Alto Networks,PAN-ENT-USG-ESA-P-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes a TAM, Tier P",2549362.5000
Palo Alto Networks,PAN-ENT-USG-ESA-Q-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes a TAM, Tier Q",1143750.0000
Palo Alto Networks,PAN-ENT-USG-ESA-Q-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes a TAM, Tier Q",2757600.0000
Palo Alto Networks,PAN-ENT-USG-ESA-R-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes a TAM, Tier R",1230234.3799
Palo Alto Networks,PAN-ENT-USG-ESA-R-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes a TAM, Tier R",2965162.5000
Palo Alto Networks,PAN-ENT-USG-ESA-S-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes a TAM, Tier S",1316437.5000
Palo Alto Networks,PAN-ENT-USG-ESA-S-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes a TAM, Tier S",3172050.0000
Palo Alto Networks,PAN-ENT-USG-ESA-T-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes a TAM, Tier T",1402359.3800
Palo Alto Networks,PAN-ENT-USG-ESA-T-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes a TAM, Tier T",3378262.5000
Palo Alto Networks,PAN-ENT-USG-ESA-U-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes a TAM, Tier U",1488000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-U-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes a TAM, Tier U",3583800.0000
Palo Alto Networks,PAN-ENT-USG-ESA-V-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes a TAM, Tier V",1573359.3800
Palo Alto Networks,PAN-ENT-USG-ESA-V-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes a TAM, Tier V",3788662.5000
Palo Alto Networks,PAN-ENT-USG-ESA-W-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes a TAM, Tier W",1658437.5000
Palo Alto Networks,PAN-ENT-USG-ESA-W-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes a TAM, Tier W",3992850.0000
Palo Alto Networks,PAN-ENT-USG-ESA-X-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes a TAM, Tier X",1743234.3800
Palo Alto Networks,PAN-ENT-USG-ESA-X-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes a TAM, Tier X",4196362.5000
Palo Alto Networks,PAN-ENT-USG-ESA-Y-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier Y",1938000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-Y-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier Y",4651200.0000
Palo Alto Networks,PAN-ENT-USG-ESA-Z-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier Z",2106187.5000
Palo Alto Networks,PAN-ENT-USG-ESA-Z-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier Z",5054850.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AA-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier AA",2273250.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AA-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier AA",5455800.0000
Palo Alto Networks,PAN-ENT-USG-ESA-BB-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier BB",2439187.5000
Palo Alto Networks,PAN-ENT-USG-ESA-BB-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier BB",5854050.0000
Palo Alto Networks,PAN-ENT-USG-ESA-CC-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier CC",2604000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-CC-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier CC",6249600.0000
Palo Alto Networks,PAN-ENT-USG-ESA-DD-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier DD",2767687.5000
Palo Alto Networks,PAN-ENT-USG-ESA-DD-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier DD",6642450.0000
Palo Alto Networks,PAN-ENT-USG-ESA-EE-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier EE",2930250.0000
Palo Alto Networks,PAN-ENT-USG-ESA-EE-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier EE",7032600.0000
Palo Alto Networks,PAN-ENT-USG-ESA-FF-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier FF",3091687.5000
Palo Alto Networks,PAN-ENT-USG-ESA-FF-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier FF",7420050.0000
Palo Alto Networks,PAN-ENT-USG-ESA-GG-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier GG",3252000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-GG-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier GG",7804800.0000
Palo Alto Networks,PAN-ENT-USG-ESA-HH-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier HH",3411187.5000
Palo Alto Networks,PAN-ENT-USG-ESA-HH-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier HH",8186850.0000
Palo Alto Networks,PAN-ENT-USG-ESA-II-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus , Tier II",3569250.0000
Palo Alto Networks,PAN-ENT-USG-ESA-II-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus , Tier II",8566200.0000
Palo Alto Networks,PAN-ENT-USG-ESA-JJ-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus , Tier JJ",3882000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-JJ-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus , Tier JJ",9316800.0000
Palo Alto Networks,PAN-ENT-USG-ESA-KK-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus , Tier KK",4190250.0000
Palo Alto Networks,PAN-ENT-USG-ESA-KK-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus , Tier KK",10056600.0000
Palo Alto Networks,PAN-ENT-USG-ESA-LL-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus , Tier LL",4494000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-LL-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus , Tier LL",10785600.0000
Palo Alto Networks,PAN-ENT-USG-ESA-MM-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus , Tier MM",4793250.0000
Palo Alto Networks,PAN-ENT-USG-ESA-MM-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus , Tier MM",11503800.0000
Palo Alto Networks,PAN-ENT-USG-ESA-NN-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier NN",5282250.0000
,,,
Palo Alto Networks,PAN-ENT-USG-ESA-NN-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier NN",12677400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-OO-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier OO",5572500.0000
Palo Alto Networks,PAN-ENT-USG-ESA-OO-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier OO",13374000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-PP-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier PP",5858250.0000
Palo Alto Networks,PAN-ENT-USG-ESA-PP-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier PP",14059800.0000
Palo Alto Networks,PAN-ENT-USG-ESA-QQ-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier QQ",6139500.0000
Palo Alto Networks,PAN-ENT-USG-ESA-QQ-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier QQ",14734800.0000
Palo Alto Networks,PAN-ENT-USG-ESA-RR-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier RR",6416250.0000
Palo Alto Networks,PAN-ENT-USG-ESA-RR-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier RR",15399000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-SS-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier SS",6688500.0000
Palo Alto Networks,PAN-ENT-USG-ESA-SS-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier SS",16052400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-TT-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier TT",6964125.0000
Palo Alto Networks,PAN-ENT-USG-ESA-TT-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier TT",16713900.0000
Palo Alto Networks,PAN-ENT-USG-ESA-UU-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier UU",7236000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-UU-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier UU",17366400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-VV-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier VV",7504125.0000
Palo Alto Networks,PAN-ENT-USG-ESA-VV-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier VV",18009900.0000
Palo Alto Networks,PAN-ENT-USG-ESA-WW-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier WW",7768500.0000
Palo Alto Networks,PAN-ENT-USG-ESA-WW-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier WW",18644400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-XX-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier XX",8029125.0000
Palo Alto Networks,PAN-ENT-USG-ESA-XX-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier XX",19269900.0000
Palo Alto Networks,PAN-ENT-USG-ESA-YY-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier YY",8300625.0000
Palo Alto Networks,PAN-ENT-USG-ESA-YY-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier YY",19921500.0000
Palo Alto Networks,PAN-ENT-USG-ESA-ZZ-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus x2, Tier ZZ",8589750.0000
Palo Alto Networks,PAN-ENT-USG-ESA-ZZ-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus x2, Tier ZZ",20615400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AB-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier AB",8893500.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AB-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier AB",21344400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AC-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier AC",9197250.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AC-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier AC",22073400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AD-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier AD",9501000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AD-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier AD",22802400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AE-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier AE",9804750.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AE-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier AE",23531400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AF-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier AF",10108500.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AF-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier AF",24260400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AG-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier AG",10412250.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AG-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier AG",24989400.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AH-1YR,"Enterprise Support Agreement, 1 year US Government Premium Support, includes Premium Plus, Tier AH",10716000.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AH-3YR,"Enterprise Support Agreement, 3 years US Government Premium Support, includes Premium Plus, Tier AH",25718400.0000
Palo Alto Networks,PAN-PA-PREM-PLUS-ADDON-1YR,Premium Plus add on. Used to upgrade TAM only ESA''s and TAM site licenses to Premium Plus (additon of health check & DE),105000.0000
Palo Alto Networks,PAN-PA-PREM-PLUS-ADDON-3YR,Premium Plus add on. Used to upgrade TAM only ESA''s and TAM site licenses to Premium Plus (additon of health check & DE),240000.0000
