Manuf,Vendor Part No,Description,List Price
Palo Alto Networks,PAN-VM-300-PERP-BND2-NFR-1YR,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",380.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-NFR-1YR-R,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year, Renewal",380.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-USGNFR-1YR,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",430.0000
Palo Alto Networks,PAN-VM-300-PERP-BND2-USGNFR-1YR-R,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and US Government Standard Support, 1 year, Renewal",430.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-NFR-1YR,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",1090.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-NFR-1YR-R,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year, Renewal",1090.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-USGNFR-1YR,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",1240.0000
Palo Alto Networks,PAN-VM-500-PERP-BND2-USGNFR-1YR-R,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and US Government Standard Support, 1 year, Renewal",1240.0000
Palo Alto Networks,PAN-VM-700-PERP-BND2-NFR-1YR,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",2310.0000
Palo Alto Networks,PAN-VM-700-PERP-BND2-NFR-1YR-R,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year, Renewal",2310.0000
Palo Alto Networks,PAN-VM-700-PERP-BND2-USGNFR-1YR,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",2640.0000
Palo Alto Networks,PAN-VM-700-PERP-BND2-USGNFR-1YR-R,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-50, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year, Renewal",2640.0000
Palo Alto Networks,PAN-VM-1000-HV-PERP-NFR4-NSX,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-1000-HV",680.0000
Palo Alto Networks,PAN-VM-1000-HV-PERP-NFR4-NSX-R,"NFR unit bundle subscription renewal (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-1000-
HV",680.0000
Palo Alto Networks,PAN-VM-1000-HV-PERP-USG-NFR4-NSX,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-1000-HV",720.0000
Palo Alto Networks,PAN-VM-1000-HV-PERP-USG-NFR4-NSX-R,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-1000-HV",720.0000
Palo Alto Networks,PAN-GP-100-BND-NFR3,"GP-100 NFR First Year Service Bundle (WildFire, Premium Support)",2000.0000
Palo Alto Networks,PAN-GP-100-BND-NFR3-R,"GP-100 NFR Renewal Service Bundle (WildFire, Premium Support)",2000.0000
Palo Alto Networks,PAN-GP-100-USG-BND-NFR3,"GP-100 NFR First Year Service Bundle (WildFire, US Government support)",2190.0000
Palo Alto Networks,PAN-GP-100-USG-BND-NFR3-R,"GP-100 NFR Renewal Service Bundle (WildFire, US Government support)",2190.0000
Palo Alto Networks,PAN-AF-NFR,Palo Alto Networks AutoFocus Threat Intelligence Service NFR Enterprise subscription 1YR,7000.0000
Palo Alto Networks,PAN-AF-NFR-R,Palo Alto Networks AutoFocus Threat Intelligence Service NFR Enterprise subscription renewal 1YR,7000.0000
Palo Alto Networks,PAN-APERTURE-NFR-1YR,"Aperture SaaS security service for All application NFR, 1000 user, 1-year, includes standard support",7000.0000
Palo Alto Networks,PAN-APERTURE-NFR-USG-1YR,"Aperture SaaS security service for All application NFR, 1000 user, 1-year, includes US Government Standard Support",7350.0000
Palo Alto Networks,PAN-LGS-BND-1TB-NFR-1YR,"Not for Resale, Logging Service with 1TB of storage, 1-year, includes Standard Support",1000.0000
Palo Alto Networks,PAN-LGS-BND-1TB-NFR-1YR-R,"Not for Resale, Logging Service with 1TB of storage, 1-year Renewal, includes Standard Support",1000.0000
Palo Alto Networks,PAN-SVC-NFR-M-100-P-25,M-100 NFR First Year Standard Support,500.0000
Palo Alto Networks,PAN-SVC-NFR-M-100-P-25-R,M-100 NFR Standard Support Renewal,500.0000
Palo Alto Networks,PAN-SVC-NFR-USG-M-100-P-25,For US Government only. M-100 NFR First Year US Government Standard Support,550.0000
Palo Alto Networks,PAN-SVC-NFR-USG-M-100-P-25-R,For US Government only. M-100 NFR US Government Standard Support Renewal,550.0000
Palo Alto Networks,PAN-SVC-NFR-M-500-P-25,M-500 NFR First Year Standard Support,1250.0000
Palo Alto Networks,PAN-SVC-NFR-M-500-P-25-R,M-500 NFR Standard Support Renewal,1250.0000
Palo Alto Networks,PAN-SVC-NFRUSG-M-500-P-25,For US Government only. M-500 NFR First Year USG Support,1700.0000
Palo Alto Networks,PAN-SVC-NFRUSG-M-500-P-25-R,For US Government only. M-500 NFR USG Support Renewal,1700.0000
Palo Alto Networks,PAN-SVC-NFR-200,PA-200 NFR First Year Standard Support,100.0000
Palo Alto Networks,PAN-SVC-NFR-200-R,PA-200 NFR Standard Support Renewal,100.0000
Palo Alto Networks,PAN-SVC-NFR-220,PA-220 NFR First Year Standard Support,60.0000
Palo Alto Networks,PAN-SVC-NFR-220-R,PA-220 NFR Standard Support Renewal,60.0000
Palo Alto Networks,PAN-SVC-NFR-500,PA-500 NFR First Year Standard Support,250.0000
Palo Alto Networks,PAN-SVC-NFR-500-R,PA-500 NFR Standard Support Renewal,250.0000
Palo Alto Networks,PAN-SVC-NFR-820,PA-820 NFR 1 year standard support,290.0000
Palo Alto Networks,PAN-SVC-NFR-820-R,PA-820 NFR 1 year standard support renewal,290.0000
Palo Alto Networks,PAN-SVC-NFR-850,PA-850 NFR 1 year standard support,610.0000
Palo Alto Networks,PAN-SVC-NFR-850-R,PA-850 NFR 1 year standard support renewal,610.0000
Palo Alto Networks,PAN-SVC-NFR-2020-R,PA-2020 NFR Standard Support Renewal,600.0000
Palo Alto Networks,PAN-SVC-NFR-2050-R,PA-2050 NFR Standard Support Renewal,750.0000
Palo Alto Networks,PAN-SVC-NFR-3020,PA-3020 NFR 1 year standard support,700.0000
Palo Alto Networks,PAN-SVC-NFR-3020-R,PA-3020 NFR 1 year standard support renewal,700.0000
Palo Alto Networks,PAN-SVC-NFR-3050,PA-3050 NFR 1 year standard support,1200.0000
Palo Alto Networks,PAN-SVC-NFR-3050-R,PA-3050 NFR 1 year standard support renewal,1200.0000
Palo Alto Networks,PAN-SVC-NFR-3060,PA-3060 NFR 1 year standard support,1800.0000
,,,
Palo Alto Networks,PAN-SVC-NFR-3060-R,PA-3060 NFR 1 year standard support renewal,1800.0000
Palo Alto Networks,PAN-SVC-NFR-4020-R,PA-4020 NFR Standard Support Renewal,1500.0000
Palo Alto Networks,PAN-SVC-NFR-4050-R,PA-4050 NFR Standard Support Renewal,2500.0000
Palo Alto Networks,PAN-SVC-NFR-4060-R,PA-4060 NFR Standard Support Renewal,3500.0000
Palo Alto Networks,PAN-SVC-NFR-5020,PA-5020 NFR First Year Standard Support,1800.0000
Palo Alto Networks,PAN-SVC-NFR-5020-R,PA-5020 NFR Standard Support Renewal,1800.0000
Palo Alto Networks,PAN-SVC-NFR-5050,PA-5050 NFR First Year Standard Support,3150.0000
Palo Alto Networks,PAN-SVC-NFR-5050-R,PA-5050 NFR Standard Support Renewal,3150.0000
Palo Alto Networks,PAN-SVC-NFR-5060,PA-5060 NFR First Year Standard Support,5850.0000
Palo Alto Networks,PAN-SVC-NFR-5060-R,PA-5060 NFR Standard Support Renewal,5850.0000
Palo Alto Networks,PAN-SVC-NFR-5220,PA-5220 NFR First Year Standard Support,3200.0000
Palo Alto Networks,PAN-SVC-NFR-5220-R,PA-5220 NFR Standard Support Renewal,3200.0000
Palo Alto Networks,PAN-SVC-NFR-5250,PA-5250 NFR First Year Standard Support,6400.0000
Palo Alto Networks,PAN-SVC-NFR-5250-R,PA-5250 NFR Standard Support Renewal,6400.0000
Palo Alto Networks,PAN-SVC-NFR-5260,PA-5260 NFR First Year Standard Support,11520.0000
Palo Alto Networks,PAN-SVC-NFR-5260-R,PA-5260 NFR Standard Support Renewal,11520.0000
Palo Alto Networks,PAN-SVC-NFR-7050,PA-7050 NFR 1 year standard support,13500.0000
Palo Alto Networks,PAN-SVC-NFR-7050-R,PA-7050 NFR 1 year standard support renewal,13500.0000
Palo Alto Networks,PAN-SVC-NFR-7080,"NFR system 1 year Standard support, PA-7080",16900.0000
Palo Alto Networks,PAN-SVC-NFR-7080-R,"NFR system 1 year Standard support renewal, PA-7080",16900.0000
Palo Alto Networks,PAN-SVC-NFRUSG-7080,"For US Government accounts only. NFR system 1 year standard support, PA-7080",25400.0000
Palo Alto Networks,PAN-SVC-NFRUSG-7080-R,"For US Government accounts only. NFR system 1 year standard support renewal, PA-7080",25400.0000
Palo Alto Networks,PAN-SVC-NFR-PRA-25,Panorama 25 Device NFR License First Year Premium Service,1000.0000
Palo Alto Networks,PAN-SVC-NFR-PRA-25-R,Panorama 25 Device NFR License Renewal Premium Service,1000.0000
Palo Alto Networks,PAN-SVC-NFR-PRA-25-ATC,For Authorized Training Center partners only. Panorama 25 Device NFR License First Year Premium Service,200.0000
Palo Alto Networks,PAN-SVC-NFR-PRA-25-ATC-R,For Authorized Training Center partners only. Panorama 25 Device NFR License Renewal Premium Service,200.0000
Palo Alto Networks,PAN-SVC-NFR-USG-PRA-25,For US Government only. Panorama 25 Device NFR License First Year US Government Standard Support,1100.0000
Palo Alto Networks,PAN-SVC-NFR-USG-PRA-25-R,For US Government only. Panorama 25 Device NFR License Renewal US Government Standard Support,1100.0000
Palo Alto Networks,PAN-SVC-NFR-VM-100,VM-100 NFR 1 year standard support,150.0000
Palo Alto Networks,PAN-SVC-NFR-VM-100-R,VM-100 NFR 1 year standard support renewal,150.0000
Palo Alto Networks,PAN-SVC-NFR-VM-200,VM-200 NFR 1 year standard support,200.0000
Palo Alto Networks,PAN-SVC-NFR-VM-200-R,VM-200 NFR 1 year standard support renewal,200.0000
Palo Alto Networks,PAN-SVC-NFR-VM-300,VM-300 NFR 1 year standard support,270.0000
Palo Alto Networks,PAN-SVC-NFR-VM-300-R,VM-300 NFR 1 year standard support renewal,270.0000
Palo Alto Networks,PAN-SVC-NFR-VM-1000-HV,VM-1000-HV NFR 1 year standard support,340.0000
Palo Alto Networks,PAN-SVC-NFR-VM-1000-HV-R,VM-1000-HV NFR 1 year standard support renewal,340.0000
Palo Alto Networks,PAN-SVC-NFR-WF-500,WF-500 NFR First Year Standard Support,6250.0000
Palo Alto Networks,PAN-SVC-NFR-WF-500-R,WF-500 NFR Standard Support Renewal,6250.0000
Palo Alto Networks,PAN-SVC-NFR-USG-WF-500,For US Government only. WF-500 NFR First Year USG Support,9000.0000
Palo Alto Networks,PAN-SVC-NFR-USG-WF-500-R,For US Government only. WF-500 NFR USG Renewal,9000.0000
Palo Alto Networks,PAN-EDU-ONSITE-2DAY-12,"Palo Alto Networks On-Site training course, 2 days, up to 12 students. Onsite training will expire (1) one year from date of purchase.
Price includes instructor T&E, courseware, and lab access.",10395.0000
Palo Alto Networks,PAN-EDU-ONSITE-3DAY-12,"Palo Alto Networks On-Site training course, 3 days, up to 12 students. Onsite training will expire (1) one year from date of purchase.
Price includes instructor T&E, courseware, and lab access.",14410.0000
Palo Alto Networks,PAN-EDU-ONSITE-4DAY-12,"Palo Alto Networks On-Site training course, 4 days, up to 12 students. Onsite training will expire (1) one year from date of purchase.
Price includes instructor T&E, courseware, and lab access.",18370.0000
Palo Alto Networks,PAN-EDU-ONSITE-5DAY-12,"Palo Alto Networks On-Site training course, 5 days, up to 12 students. Onsite training will expire (1) one year from date of
purchase. Price includes instructor T&E, courseware, and lab access.",22385.0000
Palo Alto Networks,PAN-CSS-EDU-ONSITE-2DAY-12,"Palo Alto Networks On-Site training course, 2 days, up to 12 students. Onsite training will expire 1 one year from date of purchase.
Price includes instructor T AND E, courseware, and lab access.",10395.0000
Palo Alto Networks,PAN-PA-ACT-200,"Secondary Market Activation, PA-200",280.0000
Palo Alto Networks,PAN-PA-ACT-220,"Secondary Market Activation, PA-220",140.0000
Palo Alto Networks,PAN-PA-ACT-3020,"Secondary Market Activation, PA-3020",1960.0000
Palo Alto Networks,PAN-PA-ACT-3050,"Secondary Market Activation, PA-3050",3360.0000
Palo Alto Networks,PAN-PA-ACT-3060,"Secondary Market Activation, PA-3060",5040.0000
Palo Alto Networks,PAN-PA-ACT-500,"Secondary Market Activation, PA-500",630.0000
Palo Alto Networks,PAN-PA-ACT-820,"Secondary Market Activation, PA-820",630.0000
Palo Alto Networks,PAN-PA-ACT-850,"Secondary Market Activation, PA-850",1330.0000
Palo Alto Networks,PAN-PA-ACT-5020,"Secondary Market Activation, PA-5020",5600.0000
Palo Alto Networks,PAN-PA-ACT-5050,"Secondary Market Activation, PA-5050",9800.0000
Palo Alto Networks,PAN-PA-ACT-5060,"Secondary Market Activation, PA-5060",18200.0000
Palo Alto Networks,PAN-PA-ACT-5220,"Secondary Market Activation, PA-5220",7000.0000
Palo Alto Networks,PAN-PA-ACT-5250,"Secondary Market Activation, PA-5250",14000.0000
Palo Alto Networks,PAN-PA-ACT-5260,"Secondary Market Activation, PA-5260",25200.0000
Palo Alto Networks,PAN-PA-ACT-7050,"Secondary Market Activation, PA-7050",42000.0000
Palo Alto Networks,PAN-PA-ACT-7080,"Secondary Market Activation, PA-7080",52500.0000
Palo Alto Networks,PAN-PA-ACT-M-100,"Secondary Market Activation, M-100",1400.0000
Palo Alto Networks,PAN-PA-ACT-M-500,"Secondary Market Activation, M-500",3500.0000
Palo Alto Networks,PAN-PA-ACT-WF-500,"Secondary Market Activation, WF-500",17500.0000
Palo Alto Networks,PAN-PA-RECERT,Secondary Market PA Firewall Recertification,500.0000
Palo Alto Networks,PAN-IGNITE-2018-1TIX,Palo Alto Networks Ignite Conference 2018 1 Ticket,1295.0000
Palo Alto Networks,PAN-IGNITE-2018-10BND,Palo Alto Networks Ignite Conference 2018 10 Bundle Package,10950.0000
Palo Alto Networks,PAN-IGNITE-2018-20BND,Palo Alto Networks Ignite Conference 2018 20 Bundle Package,21800.0000
Palo Alto Networks,PAN-IGNITE-2018-30BND,Palo Alto Networks Ignite Conference 2018 30 Bundle Package,32550.0000
Palo Alto Networks,PAN-IGNITE-2018-50BND,Palo Alto Networks Ignite Conference 2018 50 Bundle Package,54000.0000
Palo Alto Networks,PAN-IGNITE-2018-100BND,Palo Alto Networks Ignite Conference 2018 100 Bundle Package,106500.0000
Palo Alto Networks,PAN-IGNITE-2018-200BND,Palo Alto Networks Ignite Conference 2018 200 Bundle Package,210000.0000
Palo Alto Networks,PAN-IGNITE-2018-EMEA-1TIX,Palo Alto Networks EMEA Ignite Conference 2018 1 Ticket,1195.0000
Palo Alto Networks,PAN-IGNITE-2018-EMEA-10BND,Palo Alto Networks EMEA Ignite Conference 2018 10 Bundle Package,9950.0000
Palo Alto Networks,PAN-IGNITE-2018-EMEA-20BND,Palo Alto Networks EMEA Ignite Conference 2018 20 Bundle Package,19800.0000
Palo Alto Networks,PAN-IGNITE-2018-EMEA-30BND,Palo Alto Networks EMEA Ignite Conference 2018 30 Bundle Package,29550.0000
Palo Alto Networks,PAN-IGNITE-2018-EMEA-50BND,Palo Alto Networks EMEA Ignite Conference 2018 50 Bundle Package,49000.0000
Palo Alto Networks,PAN-IGNITE-2018-EMEA-100BND,Palo Alto Networks EMEA Ignite Conference 2018 100 Bundle Package,96500.0000
Palo Alto Networks,PAN-MGFR-5-1YR,"Magnifier analyzes up to 5TB of Logging Service, 1-year, includes Premium Support",45000.0000
Palo Alto Networks,PAN-MGFR-5-1YR-R,"Magnifier analyzes up to 5TB of Logging Service, 1-year renewal, includes Premium Support",45000.0000
Palo Alto Networks,PAN-MGFR-5-3YR,"Magnifier analyzes up to 5TB of Logging Service, 3-year, includes Premium Support",135000.0000
Palo Alto Networks,PAN-MGFR-5-3YR-R,"Magnifier analyzes up to 5TB of Logging Service, 3-year renewal, includes Premium Support",135000.0000
Palo Alto Networks,PAN-MGFR-5-USG-1YR,"Magnifier analyzes up to 5TB of Logging Service, 1-year, includes US Government Premium Support",50625.0000
Palo Alto Networks,PAN-MGFR-5-USG-1YR-R,"Magnifier analyzes up to 5TB of Logging Service, 1-year renewal, includes US Government Premium Support",50625.0000
Palo Alto Networks,PAN-MGFR-5-USG-3YR,"Magnifier analyzes up to 5TB of Logging Service, 3-year, includes US Government Premium Support",151875.0000
Palo Alto Networks,PAN-MGFR-5-USG-3YR-R,"Magnifier analyzes up to 5TB of Logging Service, 3-year renewal, includes US Government Premium Support",151875.0000
Palo Alto Networks,PAN-MGFR-10-1YR,"Magnifier analyzes up to 10TB of Logging Service, 1-year, includes Premium Support",75000.0000
Palo Alto Networks,PAN-MGFR-10-1YR-R,"Magnifier analyzes up to 10TB of Logging Service, 1-year renewal, includes Premium Support",75000.0000
Palo Alto Networks,PAN-MGFR-10-3YR,"Magnifier analyzes up to 10TB of Logging Service, 3-year, includes Premium Support",225000.0000
Palo Alto Networks,PAN-MGFR-10-3YR-R,"Magnifier analyzes up to 10TB of Logging Service, 3-year renewal, includes Premium Support",225000.0000
Palo Alto Networks,PAN-MGFR-10-USG-1YR,"Magnifier analyzes up to 10TB of Logging Service, 1-year, includes US Government Premium Support",84375.0000
,,,
Palo Alto Networks,PAN-MGFR-10-USG-1YR-R,"Magnifier analyzes up to 10TB of Logging Service, 1-year renewal, includes US Government Premium Support",84375.0000
Palo Alto Networks,PAN-MGFR-10-USG-3YR,"Magnifier analyzes up to 10TB of Logging Service, 3-year, includes US Government Premium Support",253125.0000
Palo Alto Networks,PAN-MGFR-10-USG-3YR-R,"Magnifier analyzes up to 10TB of Logging Service, 3-year renewal, includes US Government Premium Support",253125.0000
Palo Alto Networks,PAN-MGFR-25-1YR,"Magnifier analyzes up to 25TB of Logging Service, 1-year, includes Premium Support",145000.0000
Palo Alto Networks,PAN-MGFR-25-1YR-R,"Magnifier analyzes up to 25TB of Logging Service, 1-year renewal, includes Premium Support",145000.0000
Palo Alto Networks,PAN-MGFR-25-3YR,"Magnifier analyzes up to 25TB of Logging Service, 3-year, includes Premium Support",435000.0000
Palo Alto Networks,PAN-MGFR-25-3YR-R,"Magnifier analyzes up to 25TB of Logging Service, 3-year renewal, includes Premium Support",435000.0000
Palo Alto Networks,PAN-MGFR-25-USG-1YR,"Magnifier analyzes up to 25TB of Logging Service, 1-year, includes US Government Premium Support",163125.0000
Palo Alto Networks,PAN-MGFR-25-USG-1YR-R,"Magnifier analyzes up to 25TB of Logging Service, 1-year renewal, includes US Government Premium Support",163125.0000
Palo Alto Networks,PAN-MGFR-25-USG-3YR,"Magnifier analyzes up to 25TB of Logging Service, 3-year, includes US Government Premium Support",489375.0000
Palo Alto Networks,PAN-MGFR-25-USG-3YR-R,"Magnifier analyzes up to 25TB of Logging Service, 3-year renewal, includes US Government Premium Support",489375.0000
Palo Alto Networks,PAN-MGFR-50-1YR,"Magnifier analyzes up to 50TB of Logging Service, 1-year, includes Premium Support",260000.0000
Palo Alto Networks,PAN-MGFR-50-1YR-R,"Magnifier analyzes up to 50TB of Logging Service, 1-year renewal, includes Premium Support",260000.0000
Palo Alto Networks,PAN-MGFR-50-3YR,"Magnifier analyzes up to 50TB of Logging Service, 3-year, includes Premium Support",780000.0000
Palo Alto Networks,PAN-MGFR-50-3YR-R,"Magnifier analyzes up to 50TB of Logging Service, 3-year renewal, includes Premium Support",780000.0000
Palo Alto Networks,PAN-MGFR-50-USG-1YR,"Magnifier analyzes up to 50TB of Logging Service, 1-year, includes US Government Premium Support",292500.0000
Palo Alto Networks,PAN-MGFR-50-USG-1YR-R,"Magnifier analyzes up to 50TB of Logging Service, 1-year renewal, includes US Government Premium Support",292500.0000
Palo Alto Networks,PAN-MGFR-50-USG-3YR,"Magnifier analyzes up to 50TB of Logging Service, 3-year, includes US Government Premium Support",877500.0000
Palo Alto Networks,PAN-MGFR-50-USG-3YR-R,"Magnifier analyzes up to 50TB of Logging Service, 3-year renewal, includes US Government Premium Support",877500.0000
Palo Alto Networks,PAN-CONSULT-CSS-TRAPS-DAY,Palo Alto Networks Traps Consulting Services (per day),3000.0000
Palo Alto Networks,PAN-CSS-EDU-ONSITE-4DAY-12,"Palo Alto Networks On-Site training course, 4 days, up to 12 students. Onsite training will expire (1) one year from date of purchase.
Price includes instructor T&E, courseware, and lab access.",18370.0000
Palo Alto Networks,PAN-IGNITE-2018-EMEA-200BND,Palo Alto Networks EMEA Ignite Conference 2018 200 Bundle Package,190000.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-A-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier A",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-B-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier B",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-C-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier C",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-D-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier D",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-E-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier E",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-F-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier F",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-G-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier G",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-H-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier H",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-I-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier I",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-J-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier J",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-K-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier K",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-L-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier L",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-M-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier M",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-N-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier N",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-O-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier O",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-P-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier P",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-Q-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier Q",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-R-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier R",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-S-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier S",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-T-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier T",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-U-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier U",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-V-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier V",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-W-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier W",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-X-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier X",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-Y-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier Y",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-Z-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier Z",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AA-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier AA",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-BB-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier BB",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-CC-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier CC",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-DD-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier DD",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-EE-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier EE",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-FF-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier FF",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-GG-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier GG",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-HH-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier HH",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-II-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier II",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-JJ-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier JJ",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-KK-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier KK",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-LL-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier LL",0.0000
